event_times,event_types,cluster
"20.036951,33.835442,74.857870,79.223436,79.819394,80.689690,100.375233,114.454414,123.221225,151.740007,158.831232,160.257520,160.270908,160.307119,160.365857,160.367204,160.388922,160.442925,160.460617,160.470943,160.472441,160.493214,160.505422,160.523654,160.559149,160.570015,160.591706,160.594062,160.595685,160.605406,160.615095,160.644520,160.645270,160.680254,160.745280,160.755806,160.858093,160.917005,161.144238,161.281817,165.138315,166.386184,185.278596,185.279121,185.287127,185.318764,185.396101,185.495779,215.205678,215.226902,216.884487,230.589529,230.590202,230.670149,230.729021,230.754012,230.862577,232.493847,262.795288,262.799432,262.873492,262.880146,262.919863,262.936587,282.318426,282.385140,282.816587,282.820778,289.922368,290.156443,290.195776,295.515610,295.737897,304.843754,304.908139,304.944215,304.967224,319.593729,323.082846,358.716862","5,0,6,7,1,2,0,5,1,7,5,6,2,2,4,3,2,3,4,4,7,4,3,4,3,3,3,7,7,7,7,3,3,7,0,0,1,0,1,5,6,5,0,1,5,5,6,6,5,6,6,5,6,2,6,2,4,1,7,0,0,0,1,1,2,4,1,5,3,7,0,0,1,7,0,1,5,7,6,0",0
"8.821620,66.347142,66.411613,66.431147,66.473344,66.477708,66.598003,66.629052,66.649946,66.728443,66.799352,67.010924,67.126727,67.140800,75.171321,75.293375,75.512973,75.536644,98.207339,101.367773,101.372776,101.419904,101.468421,105.930832,105.980332,105.987597,106.055176,106.066211,106.256226,106.424287,108.342932,108.357444,132.581326,134.414672,134.714708,134.722556,134.741614,134.741975,134.819397,134.865190,134.886840,134.932083,135.001755,135.013265,135.030277,135.038651,135.053306,148.911499,148.938680,149.005522,149.029657,163.447901,163.464037,163.486750,163.566946,163.620441,163.708419,185.795354,185.995762,186.033248,186.149625,193.725909,208.949900,209.292431,209.339204,211.910706,211.936542,216.756990,216.790764,216.839328,216.894211,216.916736,216.952701,216.974963,216.986694,217.173701,218.176901,218.184272,218.271311,218.288235","5,7,0,1,5,6,5,6,2,6,2,2,4,3,2,4,3,7,3,3,7,7,0,7,0,1,5,6,6,3,3,7,7,5,3,7,7,0,1,5,6,2,4,4,4,3,3,7,0,0,1,4,3,3,7,7,3,7,0,1,5,2,1,5,6,7,0,4,3,3,3,7,0,7,1,7,5,6,2,6",0
"5.450957,29.528686,30.489832,30.528367,30.573624,30.602122,30.663672,30.716002,30.727410,31.019853,31.027013,31.035409,34.919046,36.214428,36.255163,36.257877,36.315895,36.339237,36.433980,36.461642,36.746683,36.986861,37.028056,37.034969,37.168021,37.194260,67.570743,75.931321,75.931708,91.613399,101.787593,101.831142,116.009654,116.252476,116.261010,116.382731,117.148783,119.701965,119.729041,119.740140,147.489664,149.325921,149.345301,149.398359,149.666795,149.689670,150.674818,150.685215,150.728388,150.774690,159.284116,167.259783,174.133304,174.170526,174.211254,174.253619,174.417234,181.130579,197.842492,197.973864,201.669674,201.751009,201.762854,219.826906,226.120377,240.479082,240.481288,240.501855,240.516258,240.615721,240.629616,240.640132,240.729954,240.737874,240.750425,240.754013,240.787723,240.811466,240.855094,240.865894","4,3,0,1,1,5,5,1,4,5,6,2,1,6,2,2,4,3,3,7,3,7,0,0,1,5,3,3,7,5,0,1,2,4,3,7,0,2,4,4,3,4,3,3,7,0,1,5,6,5,4,1,6,2,4,3,7,1,1,5,1,5,5,2,5,1,5,6,2,2,4,3,7,7,0,4,0,0,1,5",0
"13.052285,13.067589,13.077964,13.182816,13.195642,13.227105,13.230749,13.257563,13.287675,13.302983,13.339422,13.383274,13.468647,26.502780,26.566429,26.576751,26.615200,26.709091,30.575173,38.030325,43.260563,43.269210,43.287995,43.296010,43.303874,43.404848,54.931821,55.701706,55.744647,58.434791,58.771802,58.938705,69.044130,69.086733,69.118662,72.960792,72.977561,73.007930,73.017021,73.017315,73.635825,73.662685,73.713751,82.606966,102.401179,102.437566,102.718660,102.731078,138.246179,138.293852,142.527455,143.717580,143.730492,143.732746,143.809028,143.814416,143.818093,146.119452,153.915561,168.657858,168.671755,168.697569,168.718500,195.834036,195.891818,195.933775,196.356380,212.567330,212.673359,212.698620,212.706428,212.727135,212.745532,212.784550,212.908461,212.936959,213.023803,221.408404,221.418713,238.382552","2,4,3,3,7,0,7,0,0,7,1,1,5,7,0,0,0,1,6,5,5,6,6,6,2,6,5,1,5,5,6,2,2,4,3,3,7,7,7,0,6,2,2,3,1,5,5,6,0,1,6,5,6,6,6,6,2,6,5,4,3,3,7,5,6,6,5,0,1,5,5,6,5,2,6,2,4,0,1,3",0
"1.367212,4.203549,21.087424,40.778860,40.886387,40.962409,42.400612,42.554716,42.636874,47.350425,47.353515,47.372871,73.850286,73.851719,73.860695,89.295407,89.296052,89.321055,89.356056,89.362504,89.380588,89.394988,89.399575,89.399869,89.404544,89.411489,89.411686,89.440944,89.446640,89.483139,89.490476,89.517377,89.543984,89.594965,89.606129,89.627995,89.636941,89.718696,89.725867,89.753441,89.759346,89.774270,89.787305,89.804005,89.811127,89.830409,89.877492,89.914023,89.917896,89.939075,89.939123,90.025384,90.033949,90.035325,90.080933,90.086101,90.107300,90.115703,90.123127,90.224363,90.240497,90.399211,107.679222,107.685444,107.699280,107.702902,107.709519,107.711134,107.735442,139.719984,173.905452,174.065892,188.997114,189.097158,193.502622,193.537136,193.713484,193.820520,193.867808,194.010266","3,1,2,6,2,4,3,7,0,6,2,2,2,4,3,1,5,6,5,6,2,6,4,2,3,6,2,2,2,4,4,3,3,6,2,2,4,4,4,4,4,3,7,3,0,0,1,5,1,3,5,5,6,6,2,1,5,2,2,4,3,6,0,1,5,6,1,2,2,1,4,3,5,6,5,6,6,2,2,4",0
"14.600045,61.666385,65.386962,77.605820,80.747081,80.799256,80.864573,80.871589,80.977391,81.056746,81.111657,104.617254,118.972518,119.000085,119.000848,119.240986,127.556895,127.578323,127.694466,127.746888,127.776552,127.798186,128.079153,128.090989,128.109978,128.163372,148.463391,148.583404,148.724710,148.775213,149.097373,149.958626,160.867283,160.996976,161.004254,163.628399,163.675783,166.136976,171.445218,173.653103,173.743440,191.699815,196.144487,196.195834,226.841547,236.103732,238.153385,239.756121,239.858409,239.861649,239.869537,240.479079,244.352650,244.385169,244.393650,246.564314,271.828213,297.607813,297.649065,297.926553,306.431614,310.450389,310.616184,326.033633,326.035741,326.041992,326.107496,326.118041,326.229348,326.236030,326.256523,326.291111,326.301779,326.323917,326.324206,338.427345,338.571419,380.151988,391.725277,394.926870","7,1,3,6,5,6,2,4,6,3,7,2,0,1,1,1,5,0,1,6,5,5,2,5,4,6,5,6,6,2,4,1,0,1,5,5,6,5,0,4,3,2,5,6,0,2,5,0,1,5,5,6,1,5,5,2,1,0,1,5,0,6,2,7,0,1,0,1,5,6,6,1,6,6,6,4,3,6,4,7",0
"32.968513,35.262677,35.279710,54.533934,54.541297,54.639628,59.068731,68.257559,84.539541,84.656872,84.672888,84.758439,84.866444,84.903486,84.912224,85.012813,107.988501,118.572128,130.367048,154.030564,168.073959,168.147116,171.415929,171.512505,171.515838,171.551832,171.584218,171.643957,171.759121,171.833368,174.274197,174.275178,174.581068,174.915413,177.796507,177.810712,177.820158,177.873839,180.021364,189.523822,209.384665,234.131380,234.296584,234.362442,234.434181,234.476283,234.478467,251.344011,252.734927,252.830286,262.566318,262.626112,262.753202,262.968934,274.546353,274.602068,281.438008,281.531345,281.557437,281.581617,281.609555,281.797930,290.828732,321.993018,322.092424,322.098232,322.680086,322.742527,322.790150,324.260790,324.301529,324.302966,324.321365,324.682765,324.697506,324.753031,345.321218,345.359725,345.392842,345.452876","2,1,5,7,0,1,4,7,5,6,6,2,2,4,4,4,2,2,0,7,1,5,2,4,3,7,0,1,5,6,7,0,1,5,3,7,0,0,5,5,5,2,2,4,4,3,3,7,0,1,0,1,1,1,3,7,1,5,6,5,6,6,1,4,3,7,3,7,0,4,3,3,7,0,1,1,3,7,0,1",0
"8.874458,9.129960,27.164927,27.172471,33.458168,39.570152,54.727843,54.843027,54.844282,54.915745,54.972850,54.974771,65.546026,65.654735,105.223239,134.128007,140.080417,145.594955,145.603858,154.450579,154.627225,154.647534,154.649667,154.672421,154.679112,154.691111,154.715986,154.736109,154.764793,154.904237,156.369964,156.381811,156.506543,156.514820,174.977943,175.382860,181.236446,199.007532,207.599300,207.613196,207.617208,207.683141,207.793123,215.105168,215.111152,215.183606,215.221463,215.284716,215.309564,215.329366,215.331001,216.301837,216.320408,216.330625,229.120840,229.120914,229.121575,229.142638,229.155974,229.162492,229.190427,229.272473,229.286730,229.292762,229.308337,258.170635,274.204182,274.643653,274.663756,274.678898,284.091823,286.900457,286.943039,287.044028,287.080101,287.099796,305.638966,305.692121,305.770755,305.779277","6,2,1,5,0,3,5,6,2,2,4,4,3,7,2,3,6,3,7,5,6,5,2,6,2,2,6,6,2,2,7,0,1,5,5,3,4,4,1,5,5,6,2,3,7,0,1,1,5,6,5,4,3,7,2,4,4,3,3,7,7,4,0,7,1,7,5,6,2,4,5,3,7,0,1,5,2,4,4,3",0
"4.084723,16.338864,48.725048,48.753328,48.810445,48.892134,48.896836,48.912479,49.017023,90.761578,90.779233,90.782361,90.971333,91.005599,91.036014,98.341371,108.683995,108.925298,109.034705,109.057269,109.063658,109.226573,116.202385,116.283128,125.097713,125.195882,125.265321,125.311010,125.327267,125.341524,125.343087,125.347228,125.447589,125.682564,125.686538,130.417967,130.444387,130.472631,130.481113,130.497130,130.522830,133.850094,140.248531,175.537548,175.616258,184.622561,185.039833,185.121481,185.454521,185.564577,187.382073,231.531066,231.610299,231.749029,233.635296,253.623852,253.716231,253.837407,253.951637,258.669030,273.632976,273.642275,273.656334,277.459963,278.843826,279.074327,291.234980,291.487345,291.563700,291.807294,292.178265,331.328469,331.361414,331.410227,377.220020,380.433875,380.434130,380.614151,380.616167,396.178466","3,6,4,3,7,3,7,7,0,5,6,2,4,3,3,7,3,7,0,1,5,0,0,1,5,6,2,6,2,4,3,7,3,7,0,5,6,6,2,2,4,0,6,6,2,4,3,7,0,1,3,7,0,1,5,4,3,3,7,5,7,0,0,5,6,2,4,3,7,4,5,7,0,1,2,2,4,3,7,6",0
"12.707549,18.980374,22.334053,22.398937,22.579167,22.589283,22.717821,22.866389,22.867701,22.883641,22.891288,22.900474,22.941462,22.946132,22.963464,22.982410,23.113391,23.119128,33.024858,65.482959,65.487122,68.337205,68.448280,68.471652,68.521972,82.758603,83.379534,83.403756,83.406782,83.423724,83.507412,83.528323,83.543480,83.574380,83.585778,83.586797,83.728613,83.738541,83.931060,83.932104,83.974527,84.044549,84.095025,84.102714,84.110723,84.112225,84.125090,84.134082,84.158974,84.180190,84.226231,84.401118,95.635001,95.642964,105.373908,119.067929,120.113683,120.121299,123.594548,123.648858,123.853088,129.875019,175.413099,175.474814,175.525092,184.472013,195.660957,205.623099,271.557526,271.742384,271.747670,294.242866,294.290936,294.327751,294.342434,294.369896,294.375795,294.412867,294.414873,294.425257","0,5,0,1,1,5,5,6,6,2,2,4,2,2,4,4,3,7,3,2,4,0,1,1,5,1,6,2,4,3,2,4,3,7,0,7,3,7,0,1,1,0,5,6,2,4,3,4,3,3,7,3,0,1,6,3,1,5,4,3,3,0,3,7,0,2,6,0,5,6,2,1,5,6,6,2,2,2,2,4",0
