event_times,event_types
"[1.37465997,6.31090827,8.77865561,13.01819536,14.40974368,15.07303921,15.32396179,17.63752236,20.09263075,20.14263796,22.78011464,23.46876904,25.37675963,25.69108604,26.97470852,28.01311715,28.09654154,31.14690017,31.620688,36.77544539,38.00801709,38.78237619,39.74249193,41.00207195,43.93030866,44.59189157,45.14312128,45.92478511,46.72670827,46.81401121,47.10263495,50.3122931,53.14152937,58.82618571,58.9464589,60.68490104,62.05493659,62.50568759,64.48505902,66.59480725,66.88780597,70.65428706,82.74301006,83.06787036,83.1026195,83.23475237,83.39791512,83.50698548,84.34222835,84.68796105,84.69864538,85.12377967,86.87613568,91.3820027,95.47922681,96.30727759,97.05577636,100.61062965,102.46653609,106.43332021,107.69448216,108.50936942,109.8533279,115.73948342]","[2,3,5,0,1,7,1,0,0,1,3,1,5,6,0,7,2,1,5,1,1,0,1,4,0,1,0,1,1,2,3,1,4,0,0,5,0,4,5,5,3,1,3,4,3,2,2,3,5,2,3,5,2,2,0,1,7,2,2,7,1,0,1,6]"
"[0.65910969,4.39091249,7.66590357,8.83891435,12.73448615,14.67205714,15.78726531,20.60503003,22.5308662,22.90392841,23.68492726,24.25564156,24.59078525,25.09013449,25.16521694,25.27677584,28.49915669,30.39079435,31.23326053,33.1733209,33.31373262,33.77276743,36.06265802,36.17513702,36.27164832,38.52261708,38.71612346,38.97321336,40.0414713,41.36599577,41.64466321,41.69284566,42.05250991,44.0866011,55.00758362,55.07196007,57.74054819,58.14525849,58.23543715,58.73695301,60.10239802,60.36686377,68.53959603,68.63909048,68.84623314,69.32883899,69.43893456,69.80407965,70.28633046,70.45150393,70.69356184,70.80707735,70.87345878,71.18865194,71.20511333,71.5977912,72.05731247,72.47336024,72.49538091,72.68947725,73.58856175,74.66944391,75.4600542,75.57907815]","[7,6,2,3,4,5,2,0,0,6,1,2,1,3,0,0,0,1,2,1,0,1,2,3,2,2,5,3,3,2,6,3,6,2,7,5,2,3,6,2,1,0,1,5,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1]"
"[8.26343038,9.19204593,11.05405183,14.09426405,14.87960067,15.85137121,18.16840265,18.22736964,21.63879195,22.07763716,22.11483321,22.45144334,29.9432757,30.01511291,33.27613148,33.87351731,35.27586408,37.34370542,38.03578596,40.75104047,40.83180751,42.07068803,43.9973071,44.42284157,44.79298607,51.14971914,63.55978879,63.82228782,63.99230766,64.12464328,64.31188261,64.38710542,67.32886895,67.67473993,67.96810903,68.63808767,70.13439136,71.04004479,72.72383024,75.45717964,76.75344198,77.07254108,82.06954506,90.2278358,90.856235,91.63544921,93.40803983,95.38801723,95.69895596,97.53687557,103.77055608,106.83026852,111.09426593,111.86167932,112.57677337,112.7876745,114.11069973,119.48124455,121.04020814,125.26382165,126.06690145,126.1702518,127.70643941,128.51823836]","[7,3,3,5,2,6,2,3,7,3,0,5,5,0,5,3,4,7,7,6,6,7,7,5,2,4,5,1,0,0,0,1,0,0,4,5,1,1,1,0,5,3,7,7,3,3,0,0,5,5,1,7,2,3,3,2,3,1,5,4,2,3,2,7]"
"[0.83931192,1.14710299,11.97158308,12.79318649,14.5741055,14.91735872,15.03128203,16.99969821,18.14162158,18.46805474,19.46688474,19.56243384,19.66488919,19.93793614,20.86746019,21.09000727,21.92697108,23.68698529,24.35019653,24.55419908,24.59216298,24.68352346,24.8977933,25.47413939,26.10146173,26.47377963,26.75688428,27.17230284,28.85972678,30.59158921,31.26308708,31.26494263,31.51767752,31.5938597,31.71015241,31.88805467,31.97452501,32.08462742,32.61455911,32.80735973,33.3674156,35.1510763,35.39637646,35.62112356,35.89497047,36.00449463,36.37510083,37.08548417,38.13957898,38.27109132,39.44935096,39.71951475,40.3445771,40.74140502,42.74099495,43.21498815,43.67877728,44.49631362,44.62586028,44.78165626,44.9660089,45.25280966,45.9754004,46.20850962]","[2,3,1,1,0,1,0,2,0,3,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,5,1,4,4,0,1,0,1,0,1,0,1,1,1,1,0,7,1,0,1,0,1,5,0,1,1,0,0,1,1,1,0,0,2,1,0,0,3]"
"[3.29345374,5.17560492,7.36382388,7.86956793,14.11933447,14.30853308,14.96561203,15.86052798,19.45349929,21.32643494,23.17190095,27.05604606,27.10432458,27.21976281,27.499129,28.15909758,30.70839819,37.06598551,40.78401663,44.9515821,45.88704129,46.14605366,46.24601802,46.82338328,47.7844989,49.67583054,50.9699629,52.40282505,52.94215888,53.03835814,53.05819164,53.29925102,54.96674745,56.00522187,56.01977038,56.10386035,58.61881178,59.21294603,60.14414461,60.32789228,60.57524451,60.95712786,60.97332502,61.27705481,61.81424101,61.86122224,62.13301412,63.32798923,64.76096696,65.13997087,66.44678789,68.03328214,69.42923354,72.19073417,72.56835053,74.98875349,75.24636608,75.48573126,76.63778789,77.62143825,78.60299011,83.48776999,84.05503664,87.04644706]","[6,3,1,5,4,2,3,5,5,7,2,1,0,5,0,1,7,5,7,3,6,2,4,6,0,6,0,7,1,1,0,1,5,0,1,0,5,0,1,0,0,1,0,1,1,1,2,0,2,1,3,0,1,5,1,0,0,2,3,1,0,3,4,1]"
"[1.32493567,3.98016155,4.11213619,4.53723394,7.8948809,8.5099629,14.97489726,16.26085467,16.8774628,18.4479002,25.9584393,26.43617625,26.97150075,28.91101755,29.31975407,29.41728605,30.35077368,30.40772885,30.54387716,30.54577963,30.71319663,31.41021899,32.35047559,36.28582159,36.5453749,36.8949193,37.46023606,37.60961448,38.08954256,38.46514297,39.15480842,39.91178873,40.58449805,40.59755986,41.34254604,42.0923127,42.46095535,42.65755773,44.11898987,46.60896171,46.82333073,47.6341282,55.63543096,58.91874872,62.58869131,67.63942345,69.59258987,73.11455585,73.89525962,79.69452466,88.15038554,89.76779982,93.23962105,94.84484861,95.4444191,100.69695852,101.88583334,102.73068698,103.42449573,103.4740101,103.8663031,106.25930985,106.48638957,107.14415699]","[5,5,0,5,7,4,2,3,2,3,2,7,1,3,5,0,1,0,5,0,0,0,1,1,7,0,1,0,5,1,1,0,1,5,0,5,1,0,1,6,0,5,0,5,5,4,7,0,1,2,3,7,2,7,1,3,2,0,5,0,7,2,1,1]"
"[1.68806673,1.94484846,6.02527596,6.90031963,8.75250393,15.87193047,28.89583248,34.9059907,38.05518235,38.74877441,43.09359819,43.25529446,43.8397859,44.22162798,44.44301554,45.03920573,45.56273802,45.7404115,45.95832657,49.94445708,50.11181594,50.26680353,57.14093275,57.64833722,57.79601424,58.07685687,58.97352203,60.02814602,60.65601138,63.53737222,64.52653484,68.47827548,72.5031857,76.94126424,77.28649042,77.90375917,78.63106612,89.91894475,91.37930142,99.7357525,100.24524367,101.01688936,101.2927901,101.38507027,101.43818655,101.81393948,102.14591205,103.20406481,103.72092727,103.79195796,104.28848697,104.59149955,105.32194879,105.61831267,106.19941594,106.96907585,107.26999892,107.39399309,107.7844285,107.8469732,107.97640556,108.14756584,108.33951473,110.01580392]","[6,4,1,5,0,5,2,5,0,1,1,0,6,1,1,5,1,0,1,4,0,7,6,0,1,1,1,0,0,1,1,7,1,1,5,0,5,4,3,2,0,3,2,0,3,1,1,1,0,0,1,0,1,1,0,6,0,1,1,1,1,1,0,7]"
"[0.64368128,2.60337904,2.6411933,3.12462379,3.16080448,3.2070503,4.2898623,5.40786804,8.19220865,9.10432126,9.32057016,10.06749688,13.73139098,14.5079275,15.15927107,15.69746389,15.92786706,16.0687199,16.61545897,16.89492408,17.14835309,17.80558931,18.60391052,18.89734258,19.89324327,20.12623747,20.41295768,20.4439866,21.08019017,24.10799199,24.16619046,24.39122537,24.62730971,29.79554431,31.25972448,31.59436353,32.30645049,39.99787426,44.04644503,44.94573952,45.87850539,46.16072863,47.07579011,47.19428455,47.70420472,49.14191471,53.31316721,55.40077272,55.79875582,57.44113041,58.14410126,58.69343176,59.30725403,59.46802624,64.56795827,66.58362653,67.39438455,69.34189629,70.32435122,70.97606669,76.12251152,76.447878,76.49445589,78.40102403]","[5,0,1,1,0,1,7,0,3,4,5,0,1,1,2,3,0,1,1,0,0,0,0,1,0,3,4,3,0,2,5,3,4,0,1,5,0,1,0,1,1,0,1,1,0,7,5,6,7,6,5,6,6,2,2,3,2,3,3,3,4,2,3,0]"
"[11.35181174,13.19828818,18.50455615,22.66954601,23.51574671,24.18429282,24.57052056,24.99836351,25.01187102,26.12195069,27.04943022,27.14458013,27.38059923,27.50764477,27.56079868,28.7819386,29.31316732,30.88341001,30.99259121,31.03923933,31.0888717,31.9039523,32.1599,32.3630754,32.47133487,34.33485124,34.35022183,34.68045257,35.95692849,36.12682306,36.17426939,36.7165164,37.08104527,37.14472959,37.78290317,37.87397721,37.94818476,38.18901926,39.44106577,39.8395775,40.00675216,40.02974326,40.34466572,40.40394201,40.49237971,40.60807629,40.79288832,41.3824348,42.3058323,42.63817719,43.49226453,45.04414962,45.16421077,46.14954997,46.20477755,47.86811361,49.5024203,49.82835362,51.27377501,52.5209363,53.99255976,54.66410625,55.6495532,55.85017525]","[4,5,2,2,1,1,0,1,0,1,5,0,1,0,1,4,0,1,1,0,0,1,0,1,5,1,0,1,0,1,0,1,1,0,5,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,5,0,5,2,5,0,3,1]"
"[2.10995475,3.63808522,4.32052859,4.80078664,5.50210362,6.38997464,7.42614307,10.21717977,11.68704847,11.86965282,12.024112,12.67472193,14.31960652,18.66080788,20.11537206,23.49786509,24.24551908,25.88481712,27.94264401,30.53843094,31.11035811,32.62650359,35.60540857,36.41900748,37.91499516,39.21481153,40.47405813,43.25866641,43.34464925,43.75608364,43.86272066,44.43830671,44.77827614,45.00793694,45.6386388,46.74652821,46.75356986,51.92800163,52.42643678,61.66901806,65.70486281,65.84033256,69.74160608,69.85563666,69.96077722,70.77074057,71.09561422,71.2497208,71.98157683,72.98574441,73.54987109,73.5752822,73.78873752,75.27854219,77.55769872,78.07378631,78.16396111,78.25768414,78.78456292,79.27508917,79.53966137,79.72909048,79.85797962,80.44389918]","[2,5,2,3,3,0,1,5,2,3,4,3,6,5,4,1,5,3,7,7,2,3,4,1,0,3,6,2,3,3,2,3,2,3,4,3,4,3,1,0,1,3,0,7,5,0,1,0,0,2,3,3,6,0,1,0,1,0,4,1,0,7,1,0]"
