event_times,event_types
"[6.88752328,8.36447503,10.37240501,10.53956301,12.09473105,20.18354066,21.50444104,21.97746843,26.79974897,26.96428689,27.29168891,27.43140666,28.82560545,29.06144928,30.84783316,33.03991625,33.09393359,33.49444231,33.58125371,34.22642493,34.5700315,34.70306137,35.2393265,35.51984532,38.08834732,38.80600912,43.69537476,46.762643,49.07838247,49.1268775,49.19390505,55.90545178,56.96802005,57.51191861,58.38280355,59.07057272,60.62807291,61.95300532,64.54585187,65.12651493,65.39484938,65.61318268,67.44062575,68.8307579,69.58356112,73.13198774,74.17580579,74.61016375,74.78202419,74.96574658,76.59882758,76.59967782,76.63745495,76.68169599,80.25998173,80.42522176,81.02903039,82.24158292,82.54765815,83.52480564,83.94031694,83.95821469,84.00455961,84.96350482]","[1,0,7,0,0,6,2,3,6,1,6,6,6,1,6,5,1,3,0,7,6,6,1,6,7,0,2,3,0,7,7,4,0,7,7,0,6,1,0,7,4,3,1,6,2,2,5,1,5,6,6,5,1,5,7,0,7,4,7,0,0,0,7,7]"
"[2.14634107,3.26215743,11.98787173,13.74747457,16.59170704,16.8210171,16.93205197,22.61716749,22.80087458,23.17678209,23.68817951,24.06884336,24.12821788,24.54095608,24.68372607,24.75865927,27.00478545,31.01496748,32.06220283,33.2323203,33.96305898,34.93449625,35.51966072,35.85936289,35.91675069,36.13744972,36.93493501,36.94709947,39.22860742,39.94324256,40.92504508,42.3903173,42.77476171,44.26264764,45.39697903,46.91953819,48.3864945,48.70255769,49.79900821,50.49871283,50.67585738,50.80881679,53.49038628,55.38306378,55.39801149,55.5180706,56.47189805,56.66253986,56.87857183,56.9056188,57.356022,58.61073258,59.01734569,59.81662775,60.17679233,60.22331216,60.8998478,60.91549362,61.07668478,61.32604092,62.21245123,62.56089051,63.72152,66.50116034]","[3,3,0,2,2,5,5,7,0,1,7,2,0,5,5,7,2,5,5,6,6,6,1,1,1,4,0,6,6,6,7,0,7,7,0,5,7,0,0,1,7,7,7,0,7,7,4,2,0,5,7,6,7,7,7,2,1,0,5,4,2,6,0,7]"
"[3.55585693,4.55604909,5.61992667,5.88719966,7.88806324,8.65602116,9.37574776,9.97894755,10.46173275,10.57943748,17.84792944,19.84650044,21.53233569,24.13616505,24.54446871,24.56074498,25.22471204,25.30999526,25.32683462,25.73907146,25.84694224,28.1263767,28.50517845,29.69682918,35.02856837,37.64006238,38.75185412,38.86947793,38.91847201,47.59231407,55.48458477,58.83606887,65.37954929,69.29075267,71.26985167,71.87757488,72.69898906,76.16000976,80.16132599,83.0865782,83.88395464,84.51773109,85.81140677,86.03894985,86.16322816,86.4848018,86.50282434,86.7477791,86.91906571,87.57830825,87.70994563,88.11204997,88.87607639,90.42196188,90.42442174,91.78214313,92.14898723,92.17288107,92.37941033,92.46093344,92.95158992,93.2712211,93.65287981,93.65405073]","[1,2,5,5,1,4,1,1,6,6,2,2,5,0,7,0,7,4,0,7,0,7,0,0,7,1,6,1,1,2,5,3,0,0,7,1,4,0,2,1,7,7,1,1,6,0,7,6,6,6,1,1,1,1,6,0,7,6,4,0,0,7,0,0]"
"[3.19514855,6.95109559,9.63202858,11.62163631,12.1868966,15.53958482,16.26352333,17.09754002,17.3180178,21.13261252,21.28430614,22.18052709,23.18423335,23.24899665,25.53986414,28.78583511,28.92813221,29.43606798,31.09363888,32.26647852,33.91765412,34.08693402,34.53172734,34.5939024,34.99150898,35.09857374,36.47044245,37.78541891,38.2505448,38.5698915,39.83675938,42.44494435,44.03435026,47.25326508,47.39459226,47.72044295,48.13246889,48.39397108,48.58223721,48.6525855,48.85168586,49.08320704,49.41476587,50.70890617,51.27771686,51.40473736,51.62810359,52.20594757,68.28204762,69.87448591,71.01735213,71.36865821,71.56839989,71.71993497,74.66809901,75.1670021,75.63567032,77.08959655,77.57875935,77.73689286,77.75713935,78.37117579,78.40147576,80.05342718]","[4,1,7,1,7,0,2,7,7,1,6,1,6,1,7,1,6,6,5,0,0,7,5,0,7,5,7,5,5,1,7,0,0,5,1,6,6,4,1,6,1,0,1,7,7,7,6,0,7,7,7,0,7,7,0,0,5,7,0,0,7,7,7,0]"
"[6.5614178,6.77014218,7.39227417,8.61760539,8.73000723,9.00956343,9.62235957,10.61418334,11.63321623,11.9768854,14.39230119,20.69741614,21.69434882,22.93068377,23.89272636,24.30069101,24.68134668,24.95762646,26.32654523,26.84389447,27.13720935,27.18848569,27.54359171,27.61248872,28.04489924,28.94062934,29.23979483,29.38422413,30.41567348,30.8282825,31.1474537,31.37296893,31.85947478,38.6224237,40.58856795,40.85903007,41.24256111,41.2594023,41.48718207,43.84582436,44.11423631,44.3268331,44.41195095,45.38672476,46.29645393,46.35879437,49.46639887,49.97112792,50.37754577,51.02128695,52.78753474,54.62097701,54.78089568,55.37086215,56.00597674,56.25359658,56.54810321,57.80246757,57.84887924,59.34685024,59.39858449,61.28317799,62.19244296,62.71476275]","[5,1,3,6,6,6,6,1,7,6,1,0,7,2,7,0,3,0,4,7,0,7,0,5,3,5,7,3,7,1,2,3,5,2,0,0,7,4,7,7,0,4,0,5,5,1,1,0,0,5,1,2,7,0,7,0,7,7,0,2,0,5,7,2]"
"[0.48997463,8.56388653,8.79245483,14.99000712,27.1615467,27.506601,28.09172743,28.76917832,29.42740352,31.23484552,41.22037426,41.61605329,41.71686083,42.36121067,42.60823577,42.74579065,42.85459263,45.91914261,47.77455587,48.14329479,48.73439947,49.97034214,50.1960623,50.39409979,51.26168192,51.56396806,51.63512911,52.11381903,52.72044801,53.34778526,54.60850984,54.81274808,54.9092526,55.5001689,55.79737592,56.1567703,56.29446293,56.83659632,57.0840566,57.36575531,58.17092193,58.58302351,59.8297459,60.67464482,62.21407268,62.31063849,62.35757237,63.2868401,63.51913823,63.74028148,64.91086811,66.0565668,66.18074399,66.8364371,67.16339058,69.10059768,71.70344466,72.56170863,74.22042617,74.22092091,77.60476377,80.2537268,83.71204685,84.17510305]","[3,5,3,3,5,3,4,2,5,2,2,5,7,4,0,3,5,7,0,5,4,6,1,6,6,1,4,1,6,1,6,1,1,1,6,2,6,1,6,6,1,1,1,1,6,4,1,4,0,1,7,3,6,1,6,7,2,6,6,1,7,5,0,4]"
"[1.32914246,1.56541047,1.58056877,1.95792245,2.0540323,3.58165461,4.42478809,4.57362672,7.9661393,7.98582735,8.09632312,8.3659349,8.99322338,9.36010238,10.99217604,13.01504806,13.90621874,14.59313333,14.98572366,15.14297959,18.54773492,19.33775746,19.76872204,20.11438498,20.51291086,21.38021857,23.19873353,23.7442915,28.52533822,29.869724,30.72657414,31.16292941,31.22098235,32.67930277,33.45375718,33.97127335,34.20975709,34.50632024,34.60764591,35.19479966,36.02181831,39.19733784,40.69737292,40.71313964,41.41910215,43.52352173,44.60695852,44.62767439,45.76552282,49.92672116,50.64252528,52.934078,53.23475499,59.67740653,62.93618474,63.03777017,64.64032064,66.08650188,67.8491317,68.6509702,69.38136827,70.60189508,71.27851267,71.80892736]","[0,7,7,0,7,0,0,7,1,6,6,1,6,6,1,1,0,6,5,6,1,6,1,7,3,7,0,4,5,3,1,1,6,1,7,1,1,6,1,1,6,7,0,7,0,7,0,2,5,5,7,2,5,1,2,5,3,5,1,7,2,5,5,5]"
"[0.64053078,3.36442493,6.69859909,7.66355365,8.61511532,10.27471198,12.10261526,12.36918577,12.83104696,13.2168966,13.6609729,13.83151205,13.91947108,15.00526811,15.58331197,16.2867601,16.73686608,16.92975933,17.20352867,17.39442651,17.49666494,17.51918883,18.83344204,19.38026351,20.730401,20.79701395,21.45212822,22.48079942,25.02596064,25.1764039,25.21693774,25.43637974,25.74234251,26.00817573,26.51084569,26.62661415,27.93430015,28.17636386,29.47466722,30.35202833,30.47622811,31.84341982,32.23204325,32.6072601,32.73105818,32.83384603,32.98799764,33.24984063,33.45896808,34.80328017,35.27836114,35.7241859,36.48610531,38.06798171,40.39155138,40.43648737,40.6343161,41.22792887,43.38116513,44.88090284,45.79078619,46.65245356,48.58528295,50.59328487]","[4,5,5,4,5,1,7,0,7,0,4,0,0,0,6,1,7,6,6,7,6,0,5,7,0,0,7,5,7,0,0,2,7,0,4,7,7,4,0,7,6,0,2,2,5,7,2,0,5,5,3,7,1,6,0,7,0,7,1,7,0,4,0,0]"
"[3.00369179,3.06320734,3.09951473,3.45807234,4.36913972,4.53684615,5.43796689,5.77032393,6.0430465,7.00768891,7.25847252,8.25885397,9.61196161,9.8669695,11.42605456,11.70093728,14.35994835,14.37077333,14.58761931,16.26957955,16.6435836,18.37488671,20.78229689,21.08613846,21.10574695,21.48588871,21.88233629,22.130118,22.84565312,23.54064582,23.81534091,23.97210165,24.23476901,24.26070109,24.35583187,24.56024219,25.04889973,25.38509918,25.90157605,26.42770831,26.73626003,27.41004924,28.28099616,28.34314544,28.85255305,29.59175248,29.66979546,31.28668179,31.8984278,31.94605524,32.06001161,33.52849707,34.15411148,34.65606848,35.26305431,35.32037205,35.89011396,39.34163034,39.72606139,42.41996797,42.85594719,44.41053802,44.62936275,45.8577965]","[1,6,6,6,4,6,5,1,6,1,1,6,3,3,1,6,1,6,6,1,1,7,4,6,1,6,7,1,6,1,1,1,6,6,6,1,1,6,1,6,1,6,0,6,6,7,0,6,1,3,6,6,1,0,7,4,3,7,0,1,2,5,5,3]"
"[3.01771735,6.42300519,10.82734043,12.53248116,22.97221646,27.08673994,27.2602779,28.00631801,28.95248456,29.01698655,29.21924611,30.24485309,30.26390633,30.45835266,31.7839165,35.63436821,35.77748854,42.95763206,44.77127601,45.39069771,45.44456869,49.36940206,51.37004304,51.56123814,53.71869488,53.84467812,54.42294183,59.44117551,60.37544686,60.83806556,67.7407246,73.98430027,75.13768671,76.2776316,78.9949425,80.6594105,81.2049889,82.10278232,85.47493861,86.16419362,86.78514041,86.92465577,88.47037817,95.25378985,100.55375588,101.76161217,102.66614595,103.20355889,104.83123886,104.84754394,105.72371663,107.17909537,107.70974426,112.88262368,114.91877768,115.12050342,116.11809315,120.04837774,120.56446707,123.49967953,126.1100365,129.22516011,129.76907162,130.2646974]","[0,5,5,7,2,0,4,7,7,2,1,0,5,1,7,2,5,4,4,6,1,6,4,1,5,1,6,1,1,6,3,6,1,1,1,5,7,0,0,4,5,7,1,3,6,7,1,2,5,0,6,0,4,7,1,5,2,3,6,4,0,7,7,0]"
