event_times,event_types,cluster
"5.909272,5.973172,13.582966,43.803963,43.821287,73.113598,74.019882,74.028516,78.968106,81.919178,88.450761,93.904661,103.117529,103.163108,103.511243,108.908194,120.071856,135.161559,150.117289,150.129269,150.172683,150.237124,164.728578,164.975939,175.453590,178.395664,185.248842,222.033825,222.183466,222.383693,240.621938,240.654888,240.987116,240.999551,241.073119,241.088878,245.167468,245.209899,245.243910,245.251501,245.262973,245.280713,245.342308,245.453378,245.540731,245.587664,245.630743,251.622496,273.888163,274.079179,284.322471,309.399096,309.445497,345.687274,351.647002,356.511936,356.535002,356.549188,364.035368,382.718468,382.793726,382.863706,400.714538,400.761809,400.782707,419.221699,455.107713,455.304158,455.334364,455.396597,455.514321,455.528518,455.536986,455.703368,455.713423,455.753060,455.869745,459.899123,460.059938,460.313350","2,3,7,3,3,4,0,4,4,1,1,2,7,5,2,4,2,2,6,1,0,4,7,2,4,3,2,3,6,6,2,3,3,6,1,0,2,3,3,6,6,6,1,1,1,0,4,0,4,7,3,7,5,0,7,3,6,1,0,2,3,6,2,3,6,7,5,2,3,6,1,0,0,4,7,5,5,0,4,7",0
"0.977344,3.345991,3.416413,3.420563,16.926981,16.977259,16.992082,17.133169,18.550453,19.217070,19.229221,19.241311,19.280139,19.329007,19.334692,19.577878,19.651821,19.693077,19.845813,19.881959,19.931562,19.969122,20.018460,20.102863,48.415640,50.353171,50.429180,51.368074,65.716026,67.817158,69.854471,79.172617,86.881348,86.966786,87.040277,87.063304,87.084071,134.334303,134.430597,134.443045,134.446187,134.448017,134.450150,134.456762,134.480241,134.490846,134.520267,134.527293,134.546668,134.568271,141.593709,161.798917,162.825150,167.901047,171.663059,175.620454,193.480608,208.785144,210.583314,210.601801,210.694726,229.287272,229.433359,229.531378,229.582667,229.688722,229.708367,229.729849,229.765887,229.775763,229.791317,229.803359,229.980245,239.641103,262.676540,274.883165,274.941293,274.986443,274.995558,275.027524","2,3,6,6,1,0,4,7,7,0,4,7,7,5,5,5,2,3,6,2,3,3,1,0,1,5,2,4,2,6,5,3,3,6,6,1,1,5,2,3,6,3,6,3,1,6,6,6,1,0,2,0,5,2,0,5,1,3,0,4,7,2,3,6,1,0,6,7,4,5,2,7,5,1,1,7,5,1,0,4",0
"47.841305,59.519026,64.912613,75.650996,76.466898,96.432334,96.448967,96.538711,105.454055,113.124238,113.143358,113.174541,113.196640,114.064563,114.098018,114.109170,114.112854,114.122846,114.206183,114.206217,114.396453,114.480275,157.319976,175.252252,189.946599,199.316290,228.970230,238.890881,238.911484,238.921555,239.042406,239.308078,239.530527,241.785170,241.793030,241.813309,275.866522,320.979888,321.004905,321.044719,321.086666,321.129153,321.203306,321.272986,321.386752,332.753358,332.784461,332.786830,332.951783,333.030946,333.051786,355.254326,379.473222,403.297402,453.740923,456.459678,456.511160,456.579554,456.589111,456.615020,458.345905,458.348200,492.917443,496.383036,496.421645,519.882948,519.888782,531.829443,538.562075,538.582093,538.592171,538.607495,538.607535,538.647940,538.942531,538.974007,538.980283,539.013663,539.076471,539.120076","2,3,1,5,0,2,3,3,4,6,1,1,0,0,4,7,4,7,7,5,5,2,4,6,2,6,7,2,3,3,6,1,0,0,4,4,1,3,6,6,6,1,0,0,4,1,0,0,4,7,5,6,4,3,6,2,3,3,3,6,5,2,7,5,2,2,3,3,0,4,4,4,4,4,7,5,5,2,2,5",0
"8.408233,12.009451,18.975232,39.055417,51.053305,55.918568,71.182268,71.213827,71.410050,71.415555,71.463305,71.634222,71.711696,71.802110,71.843799,71.881952,71.903156,71.905853,71.957111,72.029758,72.033938,72.075771,72.441609,89.467041,89.484188,89.485959,89.546417,89.551250,89.590052,89.647700,89.732970,90.055050,93.530613,93.642201,93.683168,93.701762,93.701856,94.414181,94.438064,94.452624,94.486307,94.494333,94.560683,94.568970,94.575733,94.585589,94.611332,94.766170,94.775697,94.804292,94.822978,94.855460,94.952381,95.194119,110.788643,146.398607,146.441887,154.385770,154.501148,154.640188,172.511668,172.630728,172.631324,176.992122,188.266163,204.250105,204.354482,208.567162,208.616868,209.106210,209.108922,232.003986,232.013945,232.259555,232.579333,239.037428,249.188842,249.222088,249.223745,249.228697","0,4,0,7,7,2,6,1,1,0,2,3,6,1,6,1,0,6,4,0,0,7,4,3,6,1,1,0,4,7,0,4,7,5,2,2,3,2,3,6,1,0,3,6,3,6,3,1,1,6,1,0,1,0,4,5,2,2,3,6,3,6,6,2,5,1,0,5,2,6,1,6,1,0,4,6,6,3,6,6",0
"1.810016,1.849581,1.866476,14.359270,14.388724,14.434579,14.452512,14.488521,14.517622,14.598533,14.638404,14.668610,22.019991,22.047112,22.162941,22.275848,22.391581,22.403048,22.469122,22.497387,22.568893,22.635476,33.805548,33.948619,33.956155,36.449856,36.454730,38.850578,38.937141,38.996428,42.430239,42.658651,52.082519,62.374633,75.552361,89.466839,89.482434,89.712783,115.308630,115.320991,124.773188,127.964267,144.030737,156.194723,161.285899,177.464494,177.654035,177.812352,180.708337,180.811392,221.036246,232.471255,240.713713,240.739296,246.168818,246.420431,246.847631,246.870013,246.885513,246.885771,246.943441,246.990968,247.014182,249.349186,249.356539,249.395146,249.559833,249.598869,249.609774,249.665712,249.671403,249.693349,249.718654,249.800982,249.807574,249.886110,257.070724,266.257117,287.092841,289.686592","3,6,6,5,2,2,3,6,6,2,3,6,2,3,6,6,1,0,1,0,4,4,3,6,1,7,5,3,6,6,3,6,1,1,5,5,2,2,7,5,6,1,6,2,3,4,7,5,6,1,5,3,0,4,4,7,5,2,3,6,6,1,1,6,1,1,1,1,0,4,4,7,7,0,5,5,5,1,0,6",0
"5.973345,27.062007,27.083170,27.168651,27.260650,27.320383,27.365085,27.407927,72.656040,79.703081,123.497870,140.705570,140.863156,141.954809,174.484401,174.575236,197.732253,197.769166,197.826982,197.826994,197.895067,197.903010,197.938236,198.003304,198.005412,198.019178,198.028849,198.059018,198.084623,198.148918,198.189073,215.017789,242.283606,251.747602,251.776498,252.010653,252.202535,252.221752,252.273931,252.346560,256.055873,258.284785,258.330646,270.505398,276.938275,285.243883,323.144363,339.518888,339.594652,346.247449,347.428812,347.445987,347.499705,362.589212,365.069714,365.509430,370.415679,373.084599,376.686286,388.991944,389.064633,389.093649,389.135849,389.267251,394.170452,395.250137,395.258903,395.300627,397.000937,397.330567,417.806095,417.824885,418.051430,460.832534,465.449728,506.354603,513.460705,515.941662,516.676625,561.778270","2,3,6,6,6,1,1,0,7,7,0,1,0,3,2,3,5,2,3,6,6,1,0,4,1,0,0,4,7,7,5,0,4,0,4,7,5,2,2,3,2,4,4,7,3,0,0,1,0,0,4,7,5,6,1,0,6,4,5,5,2,3,6,3,4,7,5,5,3,6,1,0,0,2,0,1,5,6,6,3",0
"26.328956,26.419395,26.446791,26.451364,26.497176,26.520664,30.507624,34.696082,61.270147,61.472646,72.698308,72.965492,84.669643,84.841062,84.928111,84.951916,85.067601,85.082557,85.088828,85.092780,85.198162,85.285727,85.358592,85.523898,86.826846,86.831624,108.381128,119.774157,119.936380,125.009257,125.077204,125.095173,125.121700,125.185278,125.215173,125.237155,125.242638,125.257237,125.282208,125.298938,125.306167,125.398717,125.404240,125.603421,125.940315,125.989083,126.043548,126.064764,126.125545,126.173018,126.262192,126.314221,156.193571,156.427427,156.444749,156.452281,156.518131,191.765788,206.616457,240.865892,251.215468,251.277583,251.283854,251.307386,251.470365,251.497234,251.564897,275.569668,275.589415,275.603545,275.725215,275.725685,275.824486,275.848510,313.575825,313.613538,313.767680,313.801435,313.819528,314.459085","3,6,1,0,4,4,4,0,6,1,5,2,0,4,7,5,5,2,2,3,3,6,1,1,6,1,1,5,2,1,0,0,0,4,4,7,7,5,2,5,3,6,1,0,1,4,7,5,5,7,2,2,0,4,7,7,5,1,2,2,5,2,2,3,3,6,6,2,3,3,6,3,6,3,6,1,0,4,7,1",0
"14.652576,27.943453,28.041623,28.043699,28.072874,38.393581,49.871550,49.999399,62.231177,67.369911,67.547148,67.549067,67.930818,67.953929,77.805162,77.823264,77.836079,77.876513,77.880297,77.891021,77.941459,77.966260,77.987732,78.029002,78.099631,78.152720,78.230628,81.327914,84.200508,84.281194,84.788175,84.876450,93.689300,93.777225,93.831008,93.888805,93.930500,93.940508,93.943285,93.948417,93.951875,93.965783,94.080638,94.105728,94.197618,94.233545,94.269499,94.278100,94.332598,98.109807,98.254579,115.475340,121.738749,121.742307,124.731531,124.751936,124.911447,159.901725,165.568756,183.298346,206.918715,206.931668,207.045809,209.528738,239.696034,249.315061,261.086994,261.232352,263.718724,263.803938,263.813188,263.900911,266.037120,301.405929,326.448162,326.573567,331.058036,339.831523,356.704151,359.202448","1,4,7,5,5,3,5,2,3,4,7,5,2,3,3,6,1,0,1,0,4,7,4,7,5,4,2,2,5,2,3,6,4,7,5,5,5,2,2,3,3,3,6,6,3,6,6,1,1,4,7,4,6,1,3,6,6,3,7,4,4,7,5,7,1,4,7,5,0,4,7,5,1,6,4,7,5,0,0,4",0
"0.005696,27.282110,70.036221,83.056269,83.122350,111.747810,111.956115,112.280896,112.285227,112.436403,112.449885,112.453377,112.466688,121.803135,121.915825,150.868026,151.141236,151.401602,156.299495,161.309691,181.377652,181.379912,181.586825,181.667296,181.780747,222.636288,222.637432,222.650342,222.724751,222.751844,222.767208,222.792839,222.793687,222.814947,222.819447,229.965069,230.000403,230.005141,230.236765,232.245378,263.700386,268.421817,268.424029,284.996579,285.312378,285.416480,285.773490,285.847043,286.060571,292.118927,306.958272,315.075914,315.815671,315.881555,315.944301,322.460877,322.654993,322.730801,331.677394,338.423300,346.878506,353.520055,361.532302,386.280830,390.378067,393.020606,419.395030,419.417184,419.701775,420.025661,420.030061,420.036136,420.084118,420.140913,420.148681,420.212946,420.384876,420.508308,420.554365,420.580549","2,1,2,4,7,7,5,2,3,2,3,6,6,6,1,2,3,6,2,6,1,0,4,7,4,3,6,1,1,1,1,0,6,4,7,3,6,6,1,4,7,0,4,5,7,5,2,3,6,1,7,6,5,2,3,5,2,3,6,1,4,3,3,6,2,0,4,7,1,5,2,3,6,3,2,1,0,4,7,5",0
"1.754404,2.151650,2.277615,8.719877,8.784391,16.426706,16.488295,16.660452,39.524226,49.568262,49.573247,49.584527,49.660004,49.685337,52.976691,53.066834,53.763254,58.245414,95.163931,95.191913,95.266369,95.386649,95.397952,95.438893,95.444630,95.459928,95.499702,95.558708,95.577097,95.643594,95.670674,114.658579,114.725920,114.756183,114.779390,114.970300,120.122551,120.132604,131.432083,131.496143,131.658438,131.680895,131.732487,131.857422,153.041331,168.971753,169.077656,169.220758,169.232147,169.233792,169.242600,169.255504,169.273044,169.286110,169.313752,169.318913,169.366401,169.492598,169.537285,211.659000,212.284641,224.119500,237.759577,239.317561,278.393400,278.448576,279.188267,280.678783,280.697271,282.806498,287.463381,287.464176,287.476807,287.618392,304.906916,317.868971,351.574164,353.527055,353.985775,371.519711","0,3,6,0,0,5,2,3,7,0,4,4,4,7,2,3,0,6,5,2,3,6,1,1,0,4,4,1,7,5,5,4,7,7,7,5,6,1,5,2,3,6,6,1,1,2,3,6,1,0,1,1,0,0,4,0,3,4,6,3,2,6,0,1,5,2,3,2,3,4,7,5,2,2,7,0,0,1,0,6",0
